C00002399 | Abrotanella spp.
C00020574 | Lasiolaena santosii
C00022101 | Lasiolaena morii
C00022105 | Lasiolaena santosii
C00022153 | Lasiolaena morii
C00022154 | Lasiolaena morii
C00011475 | Lasiospermum bipinnatum
C00011475 | Lasiospermum radiatum
C00011476 | Lasiospermum bipinnatum
C00004979 | Lasthenia conjugens
C00004979 | Lasthenia fremontii
C00005408 | Lasthenia spp.
C00005637 | Lasthenia burkei
C00005639 | Lasthenia spp.
C00005641 | Lasthenia conjugens
C00005641 | Lasthenia fremontii
C00005648 | Lasthenia conjugens
C00005648 | Lasthenia fremontii
C00006074 | Lasthenia conjugens
C00006074 | Lasthenia fremontii
C00002458 | Launaea spp.
C00003247 | Launaea tenuiloba Muschl.
C00003672 | Launaea nudicaulis
C00003674 | Launaea arborescens
C00003749 | Launaea arborescens
C00003758 | Launaea nudicaulis
C00004039 | Launaea asplenifolia
C00004290 | Launaea nudicaulis
C00004294 | Launaea nudicaulis
C00004307 | Launaea nudicaulis
C00004469 | Launaea asplenifolia
C00012186 | Launaea arborescens
C00012204 | Launaea arborescens
C00013038 | Launaea arborescens
C00013298 | Launaea asplenifolia
C00020803 | Launaea arborescens
C00020807 | Launaea tenuiloba Muschl.
C00020809 | Launaea arborescens
C00020809 | Launaea spinosa Sch. Bip.
C00029376 | Launaea mucronata Muschl.
C00032170 | Launaea arborescens
C00033591 | Launaea mucronata Muschl.
C00033592 | Launaea mucronata Muschl.
C00033598 | Launaea arborescens
C00034301 | Launaea arborescens
C00000674 | Leontodon autumnalis
C00002724 | Leontodon autumnalis
C00004268 | Leontodon autumnalis
C00020808 | Leontodon autumnalis
C00020808 | Leontodon croceus
C00020808 | Leontodon duboisii
C00020808 | Leontodon helveticus
C00020808 | Leontodon montaniformis
C00020808 | Leontodon montanus subsp. melanotrichus
C00020808 | Leontodon pyrenaicus
C00020809 | Leontodon autumnalis
C00020809 | Leontodon croceus
C00020809 | Leontodon duboisii
C00020809 | Leontodon helveticus
C00020809 | Leontodon montaniformis
C00020809 | Leontodon montanus subsp. melanotrichus
C00020809 | Leontodon pyrenaicus
C00029481 | Leontodon autumnalis
C00033512 | Leontodon rigens
C00033528 | Leontodon hispidus L.
C00033529 | Leontodon hispidus L.
C00033532 | Leontodon rosani Fiori
C00033533 | Leontodon rosani Fiori
C00021812 | Leontopodium alpinum
C00021828 | Leontopodium alpinum
C00021837 | Leontopodium alpinum
C00051304 | Leontopodium alpinum
C00004682 | Lepidophorum spp.
C00005633 | Lepidophorum repandum
C00005640 | Lepidophorum repandum
C00005644 | Lepidophorum repandum
C00005654 | Lepidophorum repandum
C00005667 | Lepidophorum repandum
C00011867 | Leptocarpha rivularis
C00012974 | Leucanthemella serotina
C00000601 | Leucanthemopsis pulverulenta
C00005633 | Leucanthemopsis flaveola
C00005688 | Leucanthemopsis flaveola
C00011770 | Leucanthemopsis pulverulenta
C00012188 | Leucanthemopsis pulverulenta
C00020741 | Leucanthemopsis pulverulenta
C00020742 | Leucanthemopsis pulverulenta
C00020743 | Leucanthemopsis pulverulenta
C00020744 | Leucanthemopsis pulverulenta
C00020745 | Leucanthemopsis pulverulenta
C00020746 | Leucanthemopsis pulverulenta
C00020747 | Leucanthemopsis pulverulenta
C00020748 | Leucanthemopsis pulverulenta
C00020749 | Leucanthemopsis pulverulenta
C00020796 | Leucanthemopsis pulverulenta
C00004144 | Leucanthemum vulgare
C00004677 | Leucanthemum atratum
C00013737 | Leucanthemum vulgare
C00013834 | Leucanthemum vulgare
C00012388 | Liabum eggersii
C00012388 | Liabum floribundum
C00020197 | Liabum floribundum
C00020542 | Liabum floribundum
C00020543 | Liabum floribundum
C00020544 | Liabum floribundum
C00020545 | Liabum floribundum
C00020546 | Liabum floribundum
C00020547 | Liabum floribundum
C00021821 | Liabum floribundum
C00002412 | Liatris spp.
C00002460 | Liatris squarrosa
C00003253 | Liatris elegans
C00003253 | Liatris scabra
C00003295 | Liatris graminifolia
C00003306 | Liatris cylindrica
C00003315 | Liatris champmanii
C00003315 | Liatris chapmanii
C00003354 | Liatris provincialis
C00003368 | Liatris pycnostachya
C00003368 | Liatris spicata
C00003368 | Liatris squarrosa
C00003368 | Liatris teniufolia
C00003368 | Liatris tenuifolia
C00003749 | Liatris laevigata
C00005189 | Liatris spp.
C00005428 | Liatris spicata
C00011750 | Liatris secunda
C00011751 | Liatris secunda
C00011787 | Liatris cylindracea
C00011793 | Liatris cylindracea
C00011796 | Liatris cylindracea
C00011797 | Liatris cylindracea
C00012023 | Liatris platylepis
C00012105 | Liatris punctata
C00012105 | Liatris secunda
C00012110 | Liatris punctata
C00012161 | Liatris chapmanii
C00012161 | Liatris gracilis
C00012162 | Liatris chapmanii
C00012163 | Liatris chapmanii
C00012163 | Liatris gracilis
C00012194 | Liatris cylindracea
C00012419 | Liatris pycnostachya
C00020435 | Liatris spp.
C00020459 | Liatris pycnostachya
C00020499 | Liatris spicata
C00020596 | Liatris graminifolia
C00020596 | Liatris spp.
C00022071 | Liatris elegans
C00022072 | Liatris elegans
C00020461 | Lidbeckia pectinata
C00020830 | Lidbeckia pectinata
C00002082 | Ligularia clivorum
C00002082 | Ligularia dentata
C00002082 | Ligularia elegans
C00002082 | Ligularia hodgsonii
C00002107 | Ligularia japonica
C00002116 | Ligularia japonica
C00002399 | Ligularia intermedia
C00002399 | Ligularia stenocephala
C00002412 | Ligularia spp.
C00002657 | Ligularia stenocephala Matsum.et Koidz.
C00002683 | Ligularia dentata Hara
C00002683 | Ligularia stenocephala Matsum.et Koidz.
C00003225 | Ligularia calthaefolia
C00003672 | Ligularia odontomanes
C00003749 | Ligularia dentata Hara
C00003749 | Ligularia odontomanes
C00003749 | Ligularia sagitta
C00011163 | Ligularia dentata Hara
C00012065 | Ligularia spp.
C00012066 | Ligularia brachyphylla
C00012066 | Ligularia spp.
C00012081 | Ligularia spp.
C00013228 | Ligularia brachyphylla
C00013228 | Ligularia clivorum Maxim
C00013228 | Ligularia dentata
C00013228 | Ligularia hodgsonii
C00013228 | Ligularia japonica
C00013228 | Ligularia odontomanes
C00013228 | Ligularia spp.
C00013229 | Ligularia dentata
C00013229 | Ligularia japonica
C00013229 | Ligularia odontomanes
C00013229 | Ligularia spp.
C00013233 | Ligularia dentata
C00013233 | Ligularia intermedia
C00013567 | Ligularia macrophylla
C00016988 | Ligularia speciosa
C00017000 | Ligularia fischeri
C00017006 | Ligularia hodgsonii
C00017302 | Ligularia macrophylla
C00017306 | Ligularia fauriei
C00017319 | Ligularia spp.
C00017322 | Ligularia vorobierii
C00017334 | Ligularia sibirica
C00017335 | Ligularia fauriei
C00017338 | Ligularia fischeri
C00017357 | Ligularia japonica
C00017361 | Ligularia japonica
C00017368 | Ligularia fischeri
C00017368 | Ligularia sibirica
C00017372 | Ligularia fischeri
C00017372 | Ligularia sibirica
C00017373 | Ligularia hodgsonii
C00017377 | Ligularia vorobierii
C00017378 | Ligularia vorobierii
C00017379 | Ligularia vorobierii
C00017380 | Ligularia vorobierii
C00017394 | Ligularia spp.
C00017399 | Ligularia fauriei
C00017404 | Ligularia fischeri
C00017408 | Ligularia calthaefolia
C00020361 | Ligularia fischeri
C00020362 | Ligularia fischeri
C00020363 | Ligularia fischeri
C00022075 | Ligularia stenocephala Matsum.et Koidz.
C00026211 | Ligularia dentata Hara
C00026212 | Ligularia dentata Hara
C00026213 | Ligularia dentata Hara
C00026215 | Ligularia dentata Hara
C00029305 | Ligularia dentata Hara
C00029321 | Ligularia stenocephala Matsum.et Koidz.
C00029337 | Ligularia dentata Hara
C00029342 | Ligularia odontomanes
C00029450 | Ligularia odontomanes
C00029530 | Ligularia stenocephala Matsum.et Koidz.
C00029553 | Ligularia odontomanes
C00029553 | Ligularia stenocephala MATSUM.ET KOIDZ
C00029633 | Ligularia sagitta
C00029821 | Ligularia dentata Hara
C00030228 | Ligularia odontomanes
C00030228 | Ligularia stenocephala MATSUM.ET KOIDZ
C00030437 | Ligularia odontomanes
C00030756 | Ligularia dentata Hara
C00031394 | Ligularia dentata Hara
C00031545 | Ligularia tongolensis
C00031975 | Ligularia stenocephala MATSUM.ET KOIDZ
C00031976 | Ligularia stenocephala MATSUM.ET KOIDZ
C00031977 | Ligularia stenocephala MATSUM.ET KOIDZ
C00042099 | Ligularia dentata
C00042697 | Ligularia dentata
C00042698 | Ligularia dentata
C00042699 | Ligularia dentata
C00046197 | Ligularia nelumbifolia
C00046198 | Ligularia nelumbifolia
C00046199 | Ligularia nelumbifolia
C00046200 | Ligularia nelumbifolia
C00050505 | Ligularia sagitta
C00050523 | Ligularia sagitta
C00050607 | Ligularia stenocephala
C00050608 | Ligularia stenocephala
C00050738 | Ligularia sagitta
C00050739 | Ligularia sagitta
C00051247 | Ligularia stenocephala
C00051272 | Ligularia dictyoneura
C00051273 | Ligularia dictyoneura
C00051274 | Ligularia dictyoneura
C00017369 | Lopholaena dregeana
C00008480 | Lophopappus tarapacanus
C00021099 | Loxothysanus sinuatus
C00021177 | Loxothysanus sinuatus
C00000991 | Lychnophora diamantinana
C00002591 | Lychnophora ericoides
C00002608 | Lychnophora ericoides
C00003047 | Lychnophora ericoides Mart.
C00003245 | Lychnophora passerina
C00003256 | Lychnophora spp.
C00003293 | Lychnophora passerina
C00003795 | Lychnophora markgravii
C00003868 | Lychnophora affinis
C00003870 | Lychnophora affinis
C00003911 | Lychnophora affinis
C00003960 | Lychnophora affinis
C00004534 | Lychnophora markgravii
C00004635 | Lychnophora diamantina
C00010927 | Lychnophora ericoides Mart.
C00010974 | Lychnophora ericoides Mart.
C00011067 | Lychnophora ericoides Mart.
C00011600 | Lychnophora sellowii
C00011617 | Lychnophora ericoides Mart.
C00012092 | Lychnophora affinis
C00012093 | Lychnophora affinis
C00012116 | Lychnophora hakeaefolia
C00012319 | Lychnophora antillana
C00012320 | Lychnophora antillana
C00012459 | Lychnophora columnaris
C00012460 | Lychnophora columnaris
C00012461 | Lychnophora columnaris
C00012462 | Lychnophora columnaris
C00012485 | Lychnophora affinis
C00012486 | Lychnophora affinis
C00012493 | Lychnophora salicifolia
C00020065 | Lychnophora ericoides Mart.
C00029339 | Lychnophora ericoides Mart.
C00029674 | Lychnophora ericoides Mart.
C00029679 | Lychnophora ericoides Mart.
C00035050 | Lychnophora ericoides Mart.
C00035053 | Lychnophora ericoides Mart.
C00035098 | Lychnophora ericoides Mart.
C00036711 | Lychnophora ericoides
C00036801 | Lychnophora ericoides
C00012809 | Machaeranthera tanacetifolia
C00033786 | Machaeranthera scabrella
C00001075 | Madia capitata
C00003850 | Madia spp.
C00003853 | Madia sativa
C00003867 | Madia sativa
C00003876 | Madia capitata
C00003907 | Madia spp.
C00003927 | Madia spp.
C00003931 | Madia capitata
C00003932 | Madia dissitiflora
C00004567 | Madia elegans
C00004567 | Madia sativa
C00004571 | Madia elegans
C00004634 | Madia elegans
C00004642 | Madia elegans
C00004684 | Madia sativa
C00004684 | Madia spp.
C00004685 | Madia sativa
C00004692 | Madia sativa
C00004727 | Madia sativa
C00004733 | Madia anomala
C00004789 | Madia spp.
C00004793 | Madia spp.
C00004799 | Madia dissitiflora
C00023328 | Madia sativa
C00023332 | Madia sativa
C00008245 | Marshallia grandiflora
C00008616 | Marshallia obovata
C00008619 | Marshallia obovata
C00008624 | Marshallia grandiflora
C00008907 | Marshallia tenuifolia
C00008908 | Marshallia tenuifolia
C00008989 | Marshallia obovata
C00009027 | Marshallia grandiflora
C00009027 | Marshallia obovata
C00009028 | Marshallia obovata
C00009029 | Marshallia obovata
C00009030 | Marshallia grandiflora
C00009030 | Marshallia obovata
C00009031 | Marshallia mohrii
C00009032 | Marshallia mohrii
C00009033 | Marshallia mohrii
C00000135 | Matricaria parthenium
C00001280 | Matricaria inodora
C00001280 | Matricaria oreades
C00003103 | Matricaria chamomilla
C00003114 | Matricaria chamomilla
C00003138 | Matricaria chamomilla
C00003248 | Matricaria suffruticosa
C00003321 | Matricaria chamomilla
C00004176 | Matricaria chamomilla
C00004177 | Matricaria chamomilla
C00004188 | Matricaria chamomilla
C00004189 | Matricaria chamomilla
C00004343 | Matricaria chamomilla
C00004593 | Matricaria chamomilla
C00004680 | Matricaria chamomilla
C00004684 | Matricaria chamomilla
C00004705 | Matricaria chamomilla
C00005644 | Matricaria chamomilla
C00011607 | Matricaria chamomilla
C00011651 | Matricaria chamomilla
C00011652 | Matricaria chamomilla
C00011653 | Matricaria chamomilla
C00012108 | Matricaria suffruticosa
C00020786 | Matricaria zuurbergensis
C00020818 | Matricaria chamomilla
C00041430 | Matricaria recutita
C00003255 | Melampodium longipilum
C00003255 | Melampodium perfoliatum
C00003322 | Melampodium heterophyllum
C00003322 | Melampodium leucanthum
C00003323 | Melampodium americanum
C00003323 | Melampodium diffusum
C00003323 | Melampodium leucanthum
C00003323 | Melampodium longipes
C00004678 | Melampodium americanum
C00004685 | Melampodium americanum
C00011752 | Melampodium cinereum
C00011762 | Melampodium cinereum
C00011763 | Melampodium cinereum
C00011764 | Melampodium argophyllum
C00011764 | Melampodium cinereum
C00011764 | Melampodium leucanthum
C00011765 | Melampodium argophyllum
C00011765 | Melampodium leucanthum
C00011766 | Melampodium argophyllum
C00011766 | Melampodium cinereum
C00011881 | Melampodium longipilum
C00011883 | Melampodium americanum
C00011884 | Melampodium americanum
C00011885 | Melampodium leucanthum
C00011886 | Melampodium leucanthum
C00012150 | Melampodium diffusum
C00012207 | Melampodium leucanthum
C00012234 | Melampodium rosei
C00012235 | Melampodium rosei
C00012236 | Melampodium leucanthum
C00012237 | Melampodium leucanthum
C00012238 | Melampodium leucanthum
C00012239 | Melampodium leucanthum
C00012271 | Melampodium linearilobum
C00012272 | Melampodium linearilobum
C00012273 | Melampodium linearilobum
C00012274 | Melampodium linearilobum
C00012275 | Melampodium linearilobum
C00012276 | Melampodium linearilobum
C00012277 | Melampodium linearilobum
C00012278 | Melampodium linearilobum
C00012279 | Melampodium linearilobum
C00012280 | Melampodium americanum
C00012280 | Melampodium leucanthum
C00012281 | Melampodium longipilum
C00012286 | Melampodium rosei
C00012287 | Melampodium rosei
C00012288 | Melampodium cinereum
C00012289 | Melampodium cinereum
C00012290 | Melampodium cinereum
C00012291 | Melampodium cinereum
C00012292 | Melampodium longicorne
C00012293 | Melampodium longicorne
C00012294 | Melampodium longipes
C00012294 | Melampodium longipilum
C00012297 | Melampodium leucanthum
C00012298 | Melampodium leucanthum
C00022029 | Melampodium longipilum
C00022030 | Melampodium longipilum
C00043219 | Melampodium camphoratum
C00001355 | Melanthera biflora
C00007078 | Metalasia cymbifolia
C00007086 | Metalasia cymbifolia
C00007984 | Metalasia cymbifolia
C00008006 | Metalasia cymbifolia
C00008007 | Metalasia cymbifolia
C00008008 | Metalasia cymbifolia
C00003130 | Microglossa zeylandica
C00003755 | Microglossa zeylandica
C00022043 | Microglossa zeylandica
C00022043 | Microglossa zeylanica
C00022044 | Microglossa zeylanica
C00022536 | Microglossa pyrrhopappa
C00022538 | Microglossa pyrrhopappa
C00022539 | Microglossa pyrrhopappa
C00022540 | Microglossa pyrrhopappa
C00022541 | Microglossa pyrrhopappa
C00022542 | Microglossa pyrrhopappa
C00022543 | Microglossa pyrrhopappa
C00022544 | Microglossa pyrrhopappa
C00022545 | Microglossa pyrrhopappa
C00022546 | Microglossa pyrrhopappa
C00022547 | Microglossa pyrrhopappa
C00022548 | Microglossa pyrrhopappa
C00022549 | Microglossa pyrrhopappa
C00022550 | Microglossa pyrrhopappa
C00022551 | Microglossa pyrrhopappa
C00022552 | Microglossa pyrrhopappa
C00022553 | Microglossa pyrrhopappa
C00022554 | Microglossa pyrrhopappa
C00022555 | Microglossa pyrrhopappa
C00023545 | Microglossa pyrrhopappa
C00003251 | Mikania micrantha
C00003251 | Mikania monogasensis
C00003251 | Mikania scandens
C00003332 | Mikania batatifolia
C00003332 | Mikania cordata
C00003332 | Mikania micrantha
C00003332 | Mikania monagasensis
C00003332 | Mikania scandens
C00003794 | Mikania hirsutissima
C00003840 | Mikania cordata
C00003887 | Mikania batatifolia
C00003894 | Mikania minima
C00004606 | Mikania cordata
C00007190 | Mikania saltensis
C00008143 | Mikania micrantha
C00010837 | Mikania purpurascens
C00011648 | Mikania shushunensis
C00011691 | Mikania shushunensis
C00012045 | Mikania cordifolia
C00012046 | Mikania scandens
C00012047 | Mikania cynanchifolia
C00012328 | Mikania periplocifolia
C00012344 | Mikania mendocina
C00012357 | Mikania urticifolia
C00012359 | Mikania scandens
C00012363 | Mikania purpurascens
C00012405 | Mikania goyazensis
C00012405 | Mikania pohlii
C00012938 | Mikania cynanchifolia
C00020942 | Mikania micrantha
C00022073 | Mikania sessilifolia
C00022094 | Mikania goyazensis
C00022640 | Mikania grazielae
C00023273 | Mikania alvimii
C00023274 | Mikania alvimii
C00023425 | Mikania alvimii
C00023754 | Mikania micrantha
C00033199 | Mikania hirsutissima DC
C00043182 | Mikania micrantha
C00043724 | Mikania micrantha
C00047998 | Mikania micrantha
C00000166 | Milleria quinqueflora
C00011848 | Milleria quinqueflora
C00011849 | Milleria quinqueflora
C00011850 | Milleria quinqueflora
C00022050 | Milleria quinqueflora
C00022051 | Milleria quinqueflora
C00012490 | Monactis macbridel
C00003457 | Montanoa tomentosa
C00003495 | Montanoa tomentosa
C00005169 | Montanoa tomentosa
C00011806 | Montanoa hibiscifolia
C00011807 | Montanoa hibiscifolia
C00012052 | Montanoa atriplicifolia
C00012053 | Montanoa atriplicifolia
C00012054 | Montanoa atriplicifolia
C00012256 | Montanoa frutescens
C00012257 | Montanoa frutescens
C00012258 | Montanoa tomentosa
C00012259 | Montanoa tomentosa
C00012261 | Montanoa leucantha
C00012262 | Montanoa hibiscifolia
C00012263 | Montanoa gigas
C00012264 | Montanoa gigas
C00012265 | Montanoa gigas
C00012844 | Montanoa speciosa
C00020581 | Montanoa imbricata
C00020694 | Montanoa tomentosa
C00020697 | Montanoa tomentosa
C00020832 | Montanoa imbricata
C00020879 | Montanoa tomentosa
C00022155 | Montanoa tomentosa
C00022156 | Montanoa tomentosa
C00022157 | Montanoa tomentosa
C00022158 | Montanoa tomentosa
C00022159 | Montanoa tomentosa
C00003241 | Moquinia velutina
C00002410 | Morithamnus crassus
C00002411 | Morithamnus crassus
C00012384 | Munnozia maronii
C00010060 | Mutisia acuminata
C00019838 | Mutisia orbignyana
C00019841 | Mutisia orbignyana
C00019842 | Mutisia orbignyana
C00019848 | Mutisia orbignyana
C00019866 | Mutisia orbignyana
C00019867 | Mutisia orbignyana
C00019871 | Mutisia orbignyana
C00019879 | Mutisia orbignyana
C00019898 | Mutisia orbignyana
C00019905 | Mutisia orbignyana
C00019906 | Mutisia orbignyana
C00019907 | Mutisia orbignyana
C00019908 | Mutisia orbignyana
C00019911 | Mutisia orbignyana
C00019912 | Mutisia orbignyana
C00019913 | Mutisia orbignyana
C00019914 | Mutisia orbignyana
C00019917 | Mutisia orbignyana
C00019926 | Mutisia orbignyana
C00019927 | Mutisia orbignyana
C00019975 | Mutisia orbignyana
C00019992 | Mutisia orbignyana
C00019993 | Mutisia orbignyana
C00020255 | Mutisia homoeantha
C00022662 | Mutisia spinosa
C00022685 | Mutisia spinosa
C00022686 | Mutisia spinosa
